naam;kvk;rechtsvorm;straat;huisnummer;huisnummertoevoeging;postcode;woonplaatsnaam;landnaam;zaanvadresinfo;locatienaam;lomschrijving;vestigingsnummer;lstraat;lhuisnummer;lhuisnummertoevoeging;lpostcode;lwoonplaatsnaam;llandnaam;laanvadresinfo;iswzdacco;iswvggzaco;iswzdamb;isawvggzmb;aantekeningingang;aantekeningeinde;isbopz;zvvochtvoedingmedicatie;zvbeperkenbewegingsvrijheid;zvinsluiten;zvtoezicht;zvonderzoekkledinglichaam;zvonderzoekwoonruimte;zvcontrolerenmiddelen;zvbeperkeneigenleven;zvbeperkenbezoek;zvtijdelijkverblijf
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap;;;Lievevrouwestraat;12;;7201 NG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap;;;Spittaalderkamp;59;;7204 HR;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap;;;Spittaalderkamp;59;a;7204 HR;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap;;;Spittaalderkamp;59;b;7204 HR;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap;;;Spittaalderkamp;59;c;7204 HR;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap;;;Tichelkuilen;197;;7206 BM;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Graafschap, Wooncentrum de Markolle;;;Markolle;2;;7207 PA;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Ballochilaan;115;;7242 AS;Lochem;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Albert Hahnweg;2;;7242 EH;Lochem;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, De Leeuwenberg en De Elsbosch;;;Lathmerweg;7;g1;7384 AD;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, De Leeuwenberg en De Elsbosch;;;Lathmerweg;7;g2;7384 AD;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, De Leeuwenberg en De Elsbosch;;;Lathmerweg;7;h1;7384 AD;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, De Leeuwenberg en De Elsbosch;;;Lathmerweg;7;h2;7384 AD;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E, Dagcentrum IJsselvallei;;;Roggencampweg;5;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E, Dagcentrum IJsselvallei;;;Roggencampweg;7;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E, Dagcentrum IJsselvallei;;;Roggencampweg;9;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E, Dagcentrum IJsselvallei;;;Roggencampweg;11;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E, Dagcentrum IJsselvallei;;;Roggencampweg;13;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, regio De Lathmer;;;Molenallee;50;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen G;;;Kasteelweg;118;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen G;;;Kasteelweg;120;;7384 AN;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;3;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, dagbesteding;;;Veld en Weide;4;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;5;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;7;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;9;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, wonen;;;Veld en Weide;11;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, wonen;;;Veld en Weide;13;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;15;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;17;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;19;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, wonen;;;Veld en Weide;21;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe (landgoed De Lathmer);;;Veld en Weide;23;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe (landgoed De Lathmer);;;Veld en Weide;25;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Het Boshuis;;;Veld en Weide;27;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Het Boshuis;;;Veld en Weide;29;;7384 AX;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E;;;Kasteelweg;3;A;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E;;;Kasteelweg;3;B;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E;;;Kasteelweg;3;C;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E;;;Kasteelweg;3;D;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, De Toren;;;Kasteelweg;11;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, De Gracht;;;Kasteelweg;13;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen A;;;Kasteelweg;102;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen A;;;Kasteelweg;104;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen A;;;Kasteelweg;106;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen A;;;Kasteelweg;108;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E;;;Kasteelweg;114;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen E;;;Kasteelweg;116;;7384 EB;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, regio Oost-Veluwe, wonen;;;Weversboschweg;4;;7384 EC;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, regio Oost-Veluwe, wonen;;;Weversboschweg;6;;7384 EC;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, regio Oost-Veluwe, wonen;;;Weversboschweg;8;;7384 EC;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe;;;Sterrenboslaan;4;;7384 EG;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen C;;;Sterrenboslaan;5;;7384 EG;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe;;;Sterrenboslaan;6;;7384 EG;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen C;;;Sterrenboslaan;7;;7384 EG;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen C;;;Sterrenboslaan;8;;7384 EG;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen C;;;Sterrenboslaan;10;;7384 EG;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe;;;Melkakkerweg;8;;7384 EH;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe;;;Melkakkerweg;10;;7384 EH;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen G;;;Melkakkerweg;22;;7384 EH;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen B;;;Melkakkerweg;24;;7384 EH;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen G;;;Melkakkerweg;26;;7384 EH;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen B;;;Melkakkerweg;28;;7384 EH;Wilp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe, Achter 't Holthuis;;;Daslook;4;;7391 AK;Twello;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen H;;;Omloop;29;;7391 PK;Twello;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio De Lathmer, Wonen H;;;Omloop;31;;7391 PK;Twello;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe;;;Barnte;14;;7391 WZ;Twello;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Oost-Veluwe;;;Barnte;14;a;7391 WZ;Twello;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk K;;;Charles Rochussenstraat;16;;7424 GL;Deventer;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk K;;;Charles Rochussenstraat;18;;7424 GL;Deventer;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk K;;;Hendrik Werkmanweg;5;;7425 RA;Deventer;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk K;;;Hendrik Werkmanweg;7;;7425 RA;Deventer;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk K;;;Walnotenhof;1;;7437 DN;Bathmen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk K;;;Walnotenhof;2;;7437 DP;Bathmen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, locatie De Kol;;;Pannenbakkerstraat;12;;7451 AX;Holten;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk J;;;Haarstraat;29;;7451 CX;Holten;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Wijk J;;;Haarstraat;31;;7451 CX;Holten;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, locatie Ivoor;;;Raarhoeksweg;34;F;8102 SZ;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;3;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;5;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;7;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;9;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;11;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;13;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland-Graafschap;;;Kemphaan;15;;8103 GP;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Kind en Jeugd;;;Rutenberg;2;;8103 RG;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Kind en Jeugd;;;Rutenberg;4;;8103 RG;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zozijn;8113086;stichting;Molenallee;50;;7390 AA;Twello;Nederland;;Zozijn, Regio Salland, Kind en Jeugd;;;Rutenberg;6;;8103 RG;Raalte;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Voltawerk;;;Stationsweg;72;;8401 DS;Gorredijk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Voltawerk;;;Stationsweg;74;;8401 DS;Gorredijk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Stellinghaven Appelscha;;;Beatrixoord;1;;8426 GM;Appelscha;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Stellinghaven Oosterwolde;;;Schapekamp;1;;8431 HW;Oosterwolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Sinnehiem;;;Sinnehiem;1;;8433 JP;Haulerwijk;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie De Waadwente, psychogeriatrische afdeling;;;Birdaarderstraatweg;68;;9101 DC;Dokkum;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie De Waadwente, psychogeriatrische afdeling;;;Birdaarderstraatweg;70;;9101 DC;Dokkum;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Neibertilla;;;Burgemeester Wuiteweg;140;;9203 KP;Drachten;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Ikenhiem;;;Commissieweg;5;;9244 GB;Beetsterzwaag;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting ZuidOostZorg;1098504;stichting;Burgemeester Wuiteweg;140;;9200 AP;Drachten;Nederland;;ZuidOostZorg, locatie Lijtehiem;;;Boekweitpaed;51;;9247 BR;Ureterp;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Voorstraat;60;;3201 BB;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Kolibrihoek;13;;3201 DJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Kolibrihoek;15;;3201 DJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Kolibrihoek;17;;3201 DJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Kolibrihoek;19;;3201 DJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Kolibrihoek;21;;3201 DJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Kolibrihoek;23;;3201 PE;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Paradijsvogelhoek;1;;3201 PH;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Paradijsvogelhoek;5;;3201 PH;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Toekanhoek;17;;3201 PJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Toekanhoek;21;;3201 PJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Zuidwester;41186583;stichting;Dwarsweg;40;;3240 AA;Middelharnis;Nederland;;Zuidwester;;;Toekanhoek;25;;3201 PJ;Spijkenisse;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
